provid,permid,ssObjectId,orbit_class,population,sample,csv_file
2001 PP42,193811,21163611610427984,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/193811.csv
2001 QF69,150740,21163611627338054,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/150740.csv
2001 QS73,109191,21163611627402067,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/109191.csv
2001 QD128,131448,21163611628189764,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/131448.csv
2001 QY129,317014,21163611628190041,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/317014.csv
2001 QP130,135120,21163611628253264,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/135120.csv
2001 QQ134,109312,21163611628254289,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/109312.csv
2001 QB178,124387,21163611628517442,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/124387.csv
2001 QK191,366394,21163611628646731,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/366394.csv
2001 QB193,317018,21163611628647234,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/317018.csv
2001 QH194,148557,21163611628647496,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/148557.csv
2001 QS209,nan,21163611628714323,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2001_QS209.csv
2001 QC224,317024,21163611628844099,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/317024.csv
2001 QX225,139700,21163611628844376,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/139700.csv
2001 QZ234,322795,21163611628909658,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/322795.csv
2001 QA293,83184,21163611629302593,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/83184.csv
2001 QO333,230171,21163611629564751,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/230171.csv
2001 RX55,139850,21163611644048728,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/139850.csv
2001 RL74,63832,21163611644179532,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/63832.csv
2001 RH83,415837,21163611644244808,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/415837.csv
2001 RM149,285985,21163611645098317,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/285985.csv
2001 SN,32635,21163611660496974,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/32635.csv
2001 SD41,146501,21163611660759364,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/146501.csv
2001 SS46,68454,21163611660760659,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/68454.csv
2001 SP57,156059,21163611660826448,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/156059.csv
2001 SU95,140053,21163611661088085,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/140053.csv
2001 SG99,618498,21163611661089095,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/618498.csv
2001 SE101,190838,21163611661611333,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/190838.csv
2001 SB111,148652,21163611661676866,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/148652.csv
2001 SB151,110138,21163611661939010,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/110138.csv
2001 SQ153,64021,21163611661939537,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/64021.csv
2001 SV161,64027,21163611662004566,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/64027.csv
2001 SS213,83565,21163611662332755,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/83565.csv
2001 SU219,213340,21163611662334293,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/213340.csv
2001 ST252,57503,21163611662594644,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/57503.csv
2001 SF278,140280,21163611662727238,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/140280.csv
2001 SP316,119376,21163611662988880,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/119376.csv
2001 SB317,337574,21163611662989122,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/337574.csv
2001 SL345,173825,21163611663185228,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/173825.csv
2001 SO352,405057,21163611663249999,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/405057.csv
2001 TV13,83657,21163611677340502,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/83657.csv
2001 TT22,217929,21163611677405780,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/217929.csv
2001 TB55,140390,21163611677603138,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/140390.csv
2001 TZ117,258236,21163611678455642,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/258236.csv
2001 TA121,258238,21163611678519617,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/258238.csv
2001 TD179,286135,21163611678849348,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/286135.csv
2001 TY228,148766,21163611679176793,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/148766.csv
2001 UY28,264597,21163611694184537,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/264597.csv
2001 UE57,140688,21163611694380869,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/140688.csv
2001 VT32,140894,21163611711025748,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/140894.csv
2001 VD62,306970,21163611711222340,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/306970.csv
2001 VN66,252545,21163611711223374,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/252545.csv
2001 VL79,125380,21163611711289676,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/125380.csv
2001 VZ88,334305,21163611711354970,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/334305.csv
2001 VR108,241890,21163611711944786,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/241890.csv
2001 WE37,219686,21163611727804229,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/219686.csv
2001 WA57,156292,21163611727935297,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/156292.csv
2001 XP97,194576,21163611744974672,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/194576.csv
2001 XU117,200799,21163611745564501,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/200799.csv
2001 XY143,135505,21163611745760089,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/135505.csv
2001 XY146,215355,21163611745760857,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/215355.csv
2001 XY148,350721,21163611745761369,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/350721.csv
2001 XH149,94794,21163611745761608,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/94794.csv
2001 XR187,241902,21163611746023250,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/241902.csv
2001 XH216,64810,21163611746219592,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/64810.csv
2001 XT216,125899,21163611746219604,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/125899.csv
2001 YU14,179383,21163611761226837,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/179383.csv
2001 YA17,125973,21163611761227585,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/125973.csv
2001 YE65,131712,21163611761554757,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/131712.csv
2001 YM83,469424,21163611761685325,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/469424.csv
2002 AG107,111612,21163615654590279,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/111612.csv
2002 AC109,111614,21163615654590787,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/111614.csv
2002 AV121,99414,21163615654719830,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/99414.csv
2002 AL181,286483,21163615655113036,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/286483.csv
2002 AB183,297831,21163615655113538,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/297831.csv
2002 AE211,567571,21163615655309637,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/567571.csv
2002 AH212,624155,21163615655309896,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/624155.csv
2002 BS29,297843,21163615670384979,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/297843.csv
2002 CA21,302369,21163615687160129,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/302369.csv
2002 CQ44,222759,21163615687291985,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/222759.csv
2002 CN48,326480,21163615687293006,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/326480.csv
2002 CT55,68648,21163615687357780,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/68648.csv
2002 CB77,126516,21163615687489346,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/126516.csv
2002 CO116,163153,21163615688209999,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/163153.csv
2002 CS135,158455,21163615688340819,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/158455.csv
2002 CT137,95349,21163615688341332,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/95349.csv
2002 CO153,283620,21163615688471375,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/283620.csv
2002 CG183,68698,21163615688667975,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/68698.csv
2002 CE196,146913,21163615688734277,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/146913.csv
2002 CA236,258602,21163615688996417,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/258602.csv
2002 CE262,618589,21163615689192005,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/618589.csv
2002 EO89,250071,21163615721109839,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/250071.csv
2002 ES99,57912,21163615721175379,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/57912.csv
2002 JZ49,211177,21163615804733786,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/211177.csv
2002 JH106,286793,21163615805584968,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/286793.csv
2002 NN77,338054,21163615872038734,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/338054.csv
2002 OX9,163361,21163615888357720,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/163361.csv
2002 OR12,322992,21163615888421458,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/322992.csv
2002 PM17,567769,21163615905199949,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/567769.csv
2002 PA20,213594,21163615905263681,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/213594.csv
2002 PR72,78314,21163615905591890,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/78314.csv
2002 QY46,310739,21163615922173529,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/310739.csv
2002 QJ107,334501,21163615923025738,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/334501.csv
2002 QO113,280169,21163615923090255,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/280169.csv
2002 RX300,641015,21163615941111896,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/641015.csv
2002 SH22,113397,21163615955595848,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/113397.csv
2002 TH50,113595,21163615972569160,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/113595.csv
2002 TM61,nan,21163615972634957,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2002_TM61.csv
2002 TX87,169954,21163615972767576,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/169954.csv
2002 TN88,226174,21163615972767822,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/226174.csv
2002 TA100,360474,21163615973355585,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/360474.csv
2002 TO116,617039,21163615973422671,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/617039.csv
2002 TH147,280204,21163615973619528,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/280204.csv
2002 TL171,142628,21163615973814604,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/142628.csv
2002 TO177,455368,21163615973816143,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/455368.csv
2002 TP178,84397,21163615973816400,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/84397.csv
2002 TS185,163583,21163615973881171,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/163583.csv
2002 TR189,201342,21163615973882194,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/201342.csv
2002 TM198,166709,21163615973947469,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/166709.csv
2002 TZ266,179858,21163615974405722,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/179858.csv
2002 TO329,827772,21163615974799695,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/827772.csv
2002 TA350,827844,21163615974993985,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/827844.csv
2002 VC9,338306,21163616005798211,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/338306.csv
2002 VW105,215532,21163616006911319,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/215532.csv
2002 XK13,253180,21163616039416651,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/253180.csv
2002 XM16,244583,21163616039417421,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/244583.csv
2002 XS28,147222,21163616039483475,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/147222.csv
2002 XZ44,90112,21163616039613530,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/90112.csv
2002 XD52,147235,21163616039678532,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/147235.csv
2002 XU52,90114,21163616039678549,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/90114.csv
2002 XJ98,338365,21163616039942218,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/338365.csv
2002 YF,114384,21163616056127558,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/114384.csv
2003 AU20,180025,21163619948572757,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/180025.csv
2003 AF22,298287,21163619948573254,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/298287.csv
2003 AB29,158610,21163619948575042,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/158610.csv
2003 AN33,188269,21163619948639054,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/188269.csv
2003 AS54,147296,21163619948770387,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/147296.csv
2003 AE58,143323,21163619948771397,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/143323.csv
2003 AE59,323121,21163619948771653,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/323121.csv
2003 AL71,323124,21163619948900684,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/323124.csv
2003 AN95,618678,21163619949032782,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/618678.csv
2003 BF13,174492,21163619965285190,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/174492.csv
2003 BX34,143400,21163619965416536,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/143400.csv
2003 BR64,366605,21163619965613138,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/366605.csv
2003 BV77,149438,21163619965679446,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/149438.csv
2003 EY14,366610,21163620015617113,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/366610.csv
2003 EY24,189187,21163620015682649,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/189187.csv
2003 FB39,196319,21163620032526658,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/196319.csv
2003 FA53,127774,21163620032656193,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/127774.csv
2003 FK92,127824,21163620032918091,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/127824.csv
2003 KH18,235099,21163620116281416,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/235099.csv
2003 MY8,163745,21163620149770329,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/163745.csv
2003 QT31,307602,21163620217074004,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/307602.csv
2003 QT63,133202,21163620217271124,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/133202.csv
2003 RZ8,568105,21163620233656410,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/568105.csv
2003 SQ113,641318,21163620251611985,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/641318.csv
2003 SG155,402027,21163620251874631,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/402027.csv
2003 SL156,167130,21163620251874892,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/167130.csv
2003 SO288,167186,21163620252727375,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/167186.csv
2003 SO291,172523,21163620252791119,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/172523.csv
2003 SD302,206451,21163620252856900,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/206451.csv
2003 SF330,402054,21163620253052998,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/402054.csv
2003 SU389,721345,21163620253776213,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/721345.csv
2003 SD449,641373,21163620254169412,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/641373.csv
2003 TF1,307682,21163620267209030,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/307682.csv
2003 UH96,197001,21163620284577352,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/197001.csv
2003 UN217,133692,21163620285822798,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/133692.csv
2003 UJ242,183621,21163620286018122,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/183621.csv
2003 UD337,nan,21163620286609220,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/2003_UD337.csv
2003 UJ361,568312,21163620287197514,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/568312.csv
2003 UE373,247907,21163620287263557,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/247907.csv
2003 XL36,164117,21163620334515788,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/164117.csv
2003 YQ19,313777,21163620351162705,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/313777.csv
2003 YT59,267883,21163620351424852,MBO,MBO,HOF+LSM,dp2_all_solar_system_csv/selected_objects/HOF+LSM/MBOs/267883.csv
